lemmaName(pt),lemmaName(en),idPOS,udPOS,idUDPOS,idLanguage,senseDescription(pt),frameName,source_line,reason
"bolsa de lona","duffel bag",83,NOUN,8,1,"FN: uma bolsa de lona cilíndrica",Containers,1263,"Lemma not found in database"
graal,grail,83,NOUN,8,1,"COD: (na lenda medieval) a taça ou bandeja usada por Cristo na Última Ceia e na qual José de Arimateia recebeu o sangue de Cristo, especialmente como objeto de buscas por cavaleiros.",Containers,1266,"Lemma not found in database"
Jeroboão,jeroboam,83,NOUN,8,1,"COD: uma garrafa de vinho com capacidade quatro vezes maior que a de uma garrafa comum",Containers,1270,"Lemma not found in database"
doseador,jigger,83,NOUN,8,1,"FN: um pequeno copo usado para bebidas alcoólicas",Containers,1271,"Lemma not found in database"
magnum,magnum,83,NOUN,8,1,"COD: uma garrafa de vinho do dobro do tamanho padrão, normalmente 112 litros",Containers,1273,"Lemma not found in database"
ramequin,ramekin,83,NOUN,8,1,"COD: uma pequena tigela para assar e servir uma porção individual de comida.",Containers,1279,"Lemma not found in database"
samovar,samovar,83,NOUN,8,1,"COD: uma urna de chá russa altamente decorada",Containers,1282,"Lemma not found in database"
"copo balão",snifter,83,NOUN,8,1,"COD: um copo de balão para conhaque",Containers,1283,"Lemma not found in database"
"garrafa térmica",thermos,83,NOUN,8,1,"COD: (marca registrada) uma garrafa de vácuo.",Containers,1284,"Lemma not found in database"
vivário,vivarium,83,NOUN,8,1,"COD: uma gaiola ou estrutura usada para manter animais em condições semi-naturais para observação ou estudo ou como animais de estimação; um aquário ou terrário.",Containers,1295,"Lemma not found in database"
"Tigela de ponche","punch bowl",83,NOUN,8,1,"COD: uma tigela rasa para misturar e servir ponche.",Containers,1296,"Lemma not found in database"
"garrafa de vinho","wine bottle",83,NOUN,8,1,"COD: uma garrafa de vidro para vinho, do tamanho padrão com capacidade de 75 cl ou 2623 fl. oz.",Containers,1297,"Lemma not found in database"
cômoda,"chest of drawers",83,NOUN,8,1,"COD: uma peça de mobiliário usada para armazenamento, consistindo em um quadro ereto no qual são encaixados gavetas",Containers,1298,"Lemma not found in database"
"garrafa de água quente","hot-water bottle",83,NOUN,8,1,"COD: um recipiente de borracha alongado e achatado que é preenchido com água quente e usado para aquecer uma cama ou parte do corpo",Containers,1299,"Lemma not found in database"
Cachepot,planter,83,NOUN,8,1,"COD: recipiente decorativo no qual as plantas são cultivadas",Containers,1301,"Lemma not found in database"
"aquário de peixinho dourado","goldfish bowl",84,ADJ,1,1,"FN: uma tigela para peixes dourados de estimação, geralmente parcialmente esférica. Frequentemente usada metaforicamente para descrever uma situação em que os outros podem ver tudo o que alguém faz.",Containers,1302,"Lemma not found in database"
"vaso de flores",flowerpot,83,NOUN,8,1,"Um pequeno recipiente, tipicamente com lados inclinados e feito de plástico ou cerâmica, usado para cultivar uma planta dentro dele.",Containers,1303,"Lemma not found in database"
duradoura,sustained,84,ADJ,1,1,"FN: Duradouro",Duration_description,1307,"Lemma not found in database"
cada,every,90,ADP,2,1,"COD: usado para indicar algo acontecendo em intervalos especificados.",Frequency,1314,"Lemma not found in database"
"por vezes","at times",89,ADV,3,1,"FN: às vezes.",Frequency,1316,"Lemma not found in database"
Precede,precede,86,VERB,16,1,"COD: antes do tempo, ordem ou posição.",Relative_time,1325,"Lemma not found in database"
"seguir de perto","come on heels",86,VERB,16,1,"Acompanhar logo depois",Relative_time,1330,"Lemma not found in database"
"antes que tarde","sooner rather than later",89,ADV,3,1,"FN: em um momento mais próximo da hora do POV (devido à urgência)",Relative_time,1332,"Lemma not found in database"
"em paralelo","in parallel",84,ADJ,1,1,"COD: ocorrendo ou existente ao mesmo tempo ou de forma semelhante; correspondente.",Relative_time,1335,"Lemma not found in database"
tarde,"late [at night]",84,ADJ,1,1,"FN: ocorrendo em um momento perto do fim de um dia.",Relative_time,1343,"Lemma not found in database"
successivos,successive,84,ADJ,1,1,"Seguir-se uns aos outros ou seguir os outros.",Relative_time,1344,"Lemma not found in database"
Mercadorias,goods,83,NOUN,8,1,"COD: bens ou posses.",Commerce_scenario,1346,"Lemma not found in database"
"lado da oferta","supply side",83,NOUN,8,1,"FN: um conjunto genérico de vendedores envolvidos em transações",Commerce_scenario,1347,"Lemma not found in database"
baixo-custo,low-cost,84,ADJ,1,1,"FN: carregado a um preço relativamente baixo.",Expensiveness,1353,"Lemma not found in database"
"de baixo custo",low-priced,84,ADJ,1,1,"FN: cobrado a um preço menor do que o habitual",Expensiveness,1354,"Lemma not found in database"
Parsimônia,parsimony,83,NOUN,8,1,"COD: extrema relutância em gastar dinheiro ou usar recursos.",Frugality,1369,"Lemma not found in database"
"fazer lobby",lobby,86,VERB,16,1,"COD: busca influenciar (um legislador).",Attempt_suasion,1385,"Lemma not found in database"
"o que acontece","what become",86,VERB,16,1,"FN: (questionando o sujeito) acontecer [a implicar impacto negativo provável na entidade afetada]",Eventive_affecting,1387,"Lemma not found in database"
"vender a ideia de","sell (on)",86,VERB,16,1,"FN: convencer de algo improvável ou errado, muitas vezes usando argumentos duvidosos.",Suasion,1390,"Lemma not found in database"
induz,induce,86,VERB,16,1,"COD: conseguir convencer ou levar alguém a fazer algo.",Talking_into,1391,"Lemma not found in database"
explode,explode,86,VERB,16,1,"COD: aumentar de repente em número ou extensão.",Change_position_on_a_scale,1406,"Lemma not found in database"
aproximar-se,edge,86,VERB,16,1,"FN: mover-se ligeiramente para cima ou para baixo em valor",Change_position_on_a_scale,1410,"Lemma not found in database"
"para baixo",down,90,ADP,2,1,"FN: tendo diminuído (de alguma quantidade).
NB: esta preposição muitas vezes modifica uma quantidade, especificando que é o valor após uma mudança, e pode ocorrer com um valor inicial marcado por de.",Change_position_on_a_scale,1417,"Lemma not found in database"
"confronto final",showdown,83,NOUN,8,1,"COD: o teste ou confronto final destinado a resolver uma disputa.",Hostile_encounter,1439,"Lemma not found in database"
"Luta de punho",fistfight,83,NOUN,8,1,"COD: uma briga com os punhos",Hostile_encounter,1442,"Lemma not found in database"
"guerra química",cw,83,NOUN,8,1,"FN: guerra química",Hostile_encounter,1445,"Lemma not found in database"
"guerra biológica",bw,83,NOUN,8,1,"Guerra biológica",Hostile_encounter,1446,"Lemma not found in database"
"conflito interno",infighting,83,NOUN,8,1,"FN: combate corpo a corpo",Hostile_encounter,1448,"Lemma not found in database"
"batedor de carteiras",pickpocket,83,NOUN,8,1,"COD: uma pessoa que rouba dos bolsos das pessoas",Theft,1454,"Lemma not found in database"
"mão leve",light-fingered,84,ADJ,1,1,"FN: habilidoso em ou dado a pequenos furtos.",Theft,1459,"Lemma not found in database"
"apropriar-se indevidamente",misappropriate,86,VERB,16,1,"COD: tomar de forma desonesta ou injusta para uso próprio.",Theft,1463,"Lemma not found in database"
"roubar na loja",shoplift,86,VERB,16,1,"FN: roubar mercadorias de uma loja fingindo ser um cliente.",Theft,1464,"Lemma not found in database"
"furto em loja",shoplifting,83,NOUN,8,1,"FN: o ato de roubar mercadorias de uma loja fingindo ser um cliente",Theft,1466,"Lemma not found in database"
"batedor de carteiras",pickpocket,86,VERB,16,1,"FN: roubar nos bolsos das pessoas",Theft,1475,"Lemma not found in database"
abigeatar,rustle,86,VERB,16,1,"FN: roubar (especialmente gado).",Theft,1478,"Lemma not found in database"
"nas alturas","through the roof",89,ADV,3,1,"FN: (de uma quantidade) extremamente alto, especialmente em comparação com valores anteriores.",Position_on_a_scale,1481,"Lemma not found in database"
decide,decide,86,VERB,16,1,"FN: levar alguém a uma conclusão específica.",Eventive_cognizer_affecting,1492,"Lemma not found in database"
"assalto à mão armada",hold-up,83,NOUN,8,1,"FN: O ato ou instância de parar e roubar à força.",Robbery,1497,"Lemma not found in database"
"roubar completamente","rob blind",86,VERB,16,1,"FN: roubar muito completamente",Robbery,1499,"Lemma not found in database"
"término de relacionamento",break-up,83,NOUN,8,1,"FN: o fim de um relacionamento pessoal.",Personal_relationship,1504,"Lemma not found in database"
divorciado(a),divorced,84,ADJ,1,1,"FN: tendo dissolvido legalmente um casamento",Personal_relationship,1507,"Lemma not found in database"
amada,inamorata,83,NOUN,8,1,"FN: uma mulher com quem se está apaixonado",Personal_relationship,1509,"Lemma not found in database"
"sugar daddy","sugar daddy",83,NOUN,8,1,"COD: um homem rico e idoso que oferece presentes generosos a uma jovem em troca de sua companhia ou favores sexuais.",Personal_relationship,1511,"Lemma not found in database"
crush,crush,83,NOUN,8,1,"COD: uma intensa obsessão",Personal_relationship,1515,"Lemma not found in database"
ficada,groping,83,NOUN,8,1,"Relacionamento rápido, amoroso ou sexual, nada muito sério.",Personal_relationship,1518,"Lemma not found in database"
ficada,"making out",83,NOUN,8,1,"Relacionamento rápido, amoroso ou sexual, nada muito sério.",Personal_relationship,1519,"Lemma not found in database"
"Dormir juntos","sleep together",86,VERB,16,1,"COD: ter relações sexuais ou estar envolvido em uma relação sexual.",Personal_relationship,1522,"Lemma not found in database"
assortimento,assortment,83,NOUN,8,1,"COD: uma coleção diversificada",Aggregate,1531,"Lemma not found in database"
sogra,mother-in-law,83,NOUN,8,1,"FN: a mãe do cônjuge de uma pessoa",Kinship,1544,"Lemma not found in database"
enteada,stepdaughter,83,NOUN,8,1,"COD: filha do marido ou esposa de alguém por um casamento anterior",Kinship,1545,"Lemma not found in database"
meia-irmã,stepsister,83,NOUN,8,1,"COD: uma filha de um padrasto ou madrasta por um casamento diferente do que com o próprio pai ou mãe",Kinship,1547,"Lemma not found in database"
cunhada,sister-in-law,83,NOUN,8,1,"COD: a irmã da esposa ou do marido de alguém, ou a esposa do irmão ou do cunhado de alguém.",Kinship,1548,"Lemma not found in database"
bisneta,great-granddaughter,83,NOUN,8,1,"FN: filha do filho de alguém.",Kinship,1549,"Lemma not found in database"
parentes,kinsfolk,83,NOUN,8,1,"COD: (em uso antropológico ou formal) os laços sanguíneos de uma pessoa, considerados coletivamente",Kinship,1552,"Lemma not found in database"
parenta,kinswoman,83,NOUN,8,1,"FN: uma das relações femininas de sangue de uma pessoa",Kinship,1553,"Lemma not found in database"
parentes,kin,83,NOUN,8,1,"COD: no singular. Trata-se do plural de um substantivo que significa ""um(a)'s família e parentes"".",Kinship,1554,"Lemma not found in database"
brilhe,shine,86,VERB,16,1,"FN: iluminar um objeto emitindo uma luz brilhante",Location_of_light,1564,"Lemma not found in database"
scintilar,scintillate,86,VERB,16,1,"FN: iluminar uma entidade emitindo flashes de luz",Location_of_light,1567,"Lemma not found in database"
"brilho fraco",glimmer,83,NOUN,8,1,"FN: uma luz fraca ou vacilante brilhando em uma entidade",Location_of_light,1569,"Lemma not found in database"
lambente,lambent,84,ADJ,1,1,"COD: brilhante ou piscando com um brilho suave.",Location_of_light,1576,"Lemma not found in database"
centrífuga,centrifuge,83,NOUN,8,1,"COD: uma máquina com um recipiente que gira rapidamente, aplicando força centrífuga ao seu conteúdo, usada principalmente para separar líquidos de sólidos.",Gizmo,1584,"Lemma not found in database"
ampla,broad,84,ADJ,1,1,"COD: de uma distância especificada de largura",Dimension,1588,"Lemma not found in database"
circumferência,circumference,83,NOUN,8,1,"COD: o limite delimitador de um círculo.",Dimension,1592,"Lemma not found in database"
"ao redor",around,89,ADV,3,1,"FN: indicando que uma medição se refere a um perímetro ou circunferência.",Dimension,1593,"Lemma not found in database"
reside,reside,86,VERB,16,1,"COD: ter uma residência permanente em um lugar específico.",Residence,1594,"Lemma not found in database"
fique,stay,86,VERB,16,1,"COD: ficar de noite na casa de alguém ou em um hotel.",Residence,1596,"Lemma not found in database"
"morar junto","shack up",86,VERB,16,1,"FN: ficar ou residir com (especialmente casais não casados)",Residence,1600,"Lemma not found in database"
professora,schoolmistress,83,NOUN,8,1,"COD: uma professora feminina em uma escola",Education_teaching,1606,"Lemma not found in database"
formado,graduate,83,NOUN,8,1,"COD: uma pessoa que obteve um primeiro grau acadêmico ou (Am. do Norte) um diploma do ensino médio.",Education_teaching,1607,"Lemma not found in database"
impalar,impale,86,VERB,16,1,"COD: transfixar ou perfurar com um instrumento afiado.",Cause_harm,1635,"Lemma not found in database"
tende,tend,86,VERB,16,1,"COD: ser provável
NB: também tem uso no quadro de tendência. Exemplos claros do uso da probabilidade de ""tend"" são casos em que o verbo leva uma complemento de frase verbal passiva: ""Homens ainda tendem a ser ensinados a buscar relacionamentos com um maior número de pessoas.",Likelihood,1647,"Lemma not found in database"
poderia,might,86,VERB,16,1,"FN: usado para expressar possibilidade",Likelihood,1648,"Lemma not found in database"
iria,would,86,VERB,16,1,"FN: usado para indicar um estado ou ação condicional",Likelihood,1654,"Lemma not found in database"
"acaso infeliz",mischance,83,NOUN,8,1,"COD: um acontecimento infeliz",Catastrophe,1658,"Lemma not found in database"
"quest"" em português é ""missão"".",quest,83,NOUN,8,1,"COD: uma busca longa ou árdua.",Attempt,1668,"Lemma not found in database"
conformar-se,conform,86,VERB,16,1,"COD: cumprir regras, padrões ou leis",Compliance,1678,"Lemma not found in database"
"Seguir as regras","play by the rules",86,VERB,16,1,"FN: conformar-se às normas sociais ou outras, mais específicas",Compliance,1688,"Lemma not found in database"
"não conformidade",noncompliance,83,NOUN,8,1,"FN: Não obedecendo às regras.",Compliance,1689,"Lemma not found in database"
ativos,assets,83,NOUN,8,1,"COD: propriedade de uma pessoa ou empresa, considerada como tendo valor e estando disponível para atender dívidas, compromissos ou legados.",Possession,1698,"Lemma not found in database"
tenho,got,86,VERB,16,1,"FN: Possuir um objeto; ou, proclamar confiabilidade.

Este LU é presente apenas e geralmente não terceiro pessoa singular.",Possession,1700,"Lemma not found in database"
possuir,own,88,PRON,11,1,"Possuída por uma entidade.",Possession,1701,"Lemma not found in database"
Arraignment,arraignment,83,NOUN,8,1,"FN: o chamado de um réu perante um tribunal para responder a uma acusação criminal",Arraignment,1702,"Lemma not found in database"
Carjacking,carjacking,83,NOUN,8,1,"COD: o ato de roubar um carro após ejetar violentamente seu motorista.",Piracy,1712,"Lemma not found in database"
"festa de gala",gala,83,NOUN,8,1,"COD: uma entretenimento ou apresentação festiva",Social_event,1720,"Lemma not found in database"
